EmployeeNumber,Attrition,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,PerformanceIndex,JobInvolvement,JobLevel,PerformanceRating,MonthlyAchievement,MonthlyIncome,Incentive,StockOptionLevel,DistanceFromHome,OverTime,StandardHours,RemoteWork,FlexibleWork,WorkLifeBalance,StressRating,StressSelfReported,ExtendedLeave,WelfareBenefits,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,InHouseFacility,ExternalFacility
714,No,27,Female,Divorced,1,Medical,Sales,Sales Executive,Travel_Frequently,71,4,2,4,16673,7936,3968,2,3,23,40,3,1,3,1,1,1,4,3,4,4,2,1,6,6,5,0,4,agent_C,1,1
715,No,37,Male,Single,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,80,4,1,2,15232,5369,0,0,10,30,40,4,0,3,4,4,0,1,2,4,4,1,3,4,1,0,0,0,agent_C,0,0
716,No,50,Male,Married,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,74,4,1,1,3297,7420,0,3,28,29,40,3,1,3,2,3,0,4,3,4,3,3,1,20,20,8,3,8,intern,1,1
717,No,34,Female,Single,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,46,2,3,2,17654,4652,1395,0,9,18,40,3,1,4,2,2,0,3,3,4,2,2,1,9,8,7,7,7,agent_C,1,1
720,Yes,24,Female,Single,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,65,3,2,3,24785,7452,0,0,3,18,40,3,0,3,3,3,0,1,3,1,3,1,9,4,2,2,2,0,agent_A,0,0
721,No,39,Female,Single,4,Technical Degree,Research & Development,Healthcare Representative,Travel_Rarely,80,2,2,1,20978,7867,0,0,2,26,40,2,1,3,2,1,1,4,4,4,3,1,1,20,20,7,11,10,New_graduate_recruitment,1,1
722,No,32,Male,Single,3,Marketing,Sales,Sales Executive,Travel_Rarely,55,3,2,2,21703,8318,0,0,10,28,40,4,0,2,3,3,0,2,2,4,4,4,1,10,10,7,0,8,direct_recruiting,0,0
723,Yes,50,Male,Married,2,Technical Degree,Sales,Sales Executive,Travel_Frequently,50,3,2,3,23452,6427,0,1,8,20,40,3,0,3,3,3,0,2,4,2,3,1,3,18,4,3,1,3,intern,0,0
724,No,38,Female,Single,4,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,33,4,2,1,19383,4988,0,0,1,43,40,2,1,2,2,2,0,3,4,2,4,3,0,10,9,7,1,8,agent_B,1,0
725,No,27,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,68,3,3,1,6009,4961,0,0,1,35,40,2,0,3,2,2,0,1,3,3,1,4,1,9,9,7,0,7,agent_B,0,0
727,No,32,Female,Single,2,Life Sciences,Research & Development,Research Director,Travel_Rarely,39,3,3,3,19373,8109,0,0,3,25,40,4,1,3,1,1,1,4,6,3,4,4,3,10,7,7,7,7,agent_A,1,1
728,No,47,Male,Single,4,Marketing,Sales,Sales Executive,Travel_Rarely,42,3,2,1,11825,6654,0,0,14,8,40,2,1,3,2,1,0,3,2,4,1,4,2,20,7,7,1,7,agent_B,1,0
729,No,40,Male,Married,4,Life Sciences,Sales,Sales Executive,Travel_Frequently,48,2,3,4,23772,8804,4402,1,5,9,40,2,1,3,3,3,0,4,2,4,1,3,5,20,18,13,1,12,intern,0,0
730,No,53,Male,Married,3,Life Sciences,Research & Development,Research Director,Travel_Rarely,59,4,4,4,13514,6388,3194,0,7,28,40,3,1,3,1,1,1,4,3,3,3,3,3,32,5,1,1,3,direct_recruiting,1,1
731,No,41,Male,Divorced,4,Human Resources,Human Resources,Manager,Travel_Rarely,73,2,5,3,8861,5407,2568,3,10,10,40,4,0,2,3,3,0,3,2,2,4,2,3,23,21,6,12,6,intern,1,0
732,No,60,Male,Single,4,Marketing,Sales,Sales Executive,Travel_Rarely,84,3,2,3,11924,8706,3218,0,16,32,40,1,0,3,3,2,0,1,1,1,1,4,8,10,2,2,2,2,agent_A,1,0
733,No,27,Male,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,32,3,3,4,4809,2916,0,2,10,12,40,3,0,2,3,3,0,1,4,4,1,3,1,9,9,7,1,7,intern,0,0
734,No,41,Male,Married,3,Human Resources,Human Resources,Manager,Travel_Rarely,59,2,5,2,19562,10420,3126,1,1,30,40,3,1,3,2,1,1,4,3,4,3,2,1,22,22,7,2,10,intern,1,1
738,No,50,Male,Married,4,Marketing,Sales,Sales Representative,Travel_Rarely,54,3,1,3,9983,9635,348,1,8,0,40,2,0,3,2,3,0,2,2,4,2,4,7,4,2,2,2,2,intern,0,0
741,Yes,28,Female,Single,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,67,1,1,1,3872,6301,0,0,1,36,40,1,1,3,2,2,0,3,4,1,2,4,7,10,7,7,3,7,agent_B,1,0
742,No,36,Female,Married,3,Life Sciences,Research & Development,Research Director,Non-Travel,63,4,3,3,20335,6156,2924,1,8,21,40,3,0,3,3,3,0,1,2,1,1,1,9,10,8,7,0,5,intern,0,0
743,No,38,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,81,3,3,3,15397,4926,2339,0,1,26,40,3,0,4,2,1,0,1,4,3,3,4,4,10,1,0,0,0,intern,1,0
744,No,44,Male,Single,3,Medical,Research & Development,Laboratory Technician,Non-Travel,49,1,1,3,2104,6711,0,0,24,8,40,5,1,3,2,2,0,3,5,1,3,3,2,9,5,2,1,4,intern,1,1
746,No,47,Female,Divorced,3,Medical,Sales,Sales Executive,Travel_Frequently,49,3,4,2,10225,5028,1508,2,3,32,40,3,0,2,3,1,0,3,2,4,3,4,9,28,22,2,11,13,direct_recruiting,0,0
747,No,30,Male,Divorced,5,Marketing,Sales,Sales Executive,Travel_Rarely,99,3,2,4,25275,10664,0,1,27,7,40,5,1,2,3,3,0,2,2,3,4,4,7,10,8,7,7,7,intern,0,0
749,No,29,Male,Single,3,Life Sciences,Sales,Sales Representative,Travel_Rarely,99,3,1,1,2755,7380,0,0,10,26,40,3,1,3,2,2,0,3,6,3,3,3,1,1,1,0,0,0,intern,1,1
752,Yes,42,Male,Divorced,3,Medical,Research & Development,Research Scientist,Travel_Frequently,57,4,1,1,20366,9730,0,0,19,19,40,4,0,3,2,3,0,2,2,3,3,4,6,7,2,2,2,2,agent_B,0,0
754,No,43,Male,Married,3,Life Sciences,Sales,Sales Executive,Travel_Frequently,47,2,2,3,23683,6235,2961,1,15,44,40,4,0,3,3,3,0,2,5,4,4,3,3,7,2,2,2,2,direct_recruiting,0,0
757,No,34,Female,Single,2,Medical,Research & Development,Healthcare Representative,Travel_Rarely,96,3,2,1,7360,7607,0,0,8,18,40,2,1,3,2,1,1,3,2,2,3,4,3,10,5,1,4,3,direct_recruiting,1,1
758,No,23,Male,Married,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,37,3,1,2,4344,2808,842,1,9,11,40,2,0,4,2,1,0,2,2,2,1,4,1,5,4,3,0,2,agent_C,0,0
760,No,39,Female,Married,3,Human Resources,Human Resources,Human Resources,Travel_Rarely,44,4,2,3,18767,3839,1823,1,3,5,40,2,1,1,3,2,0,2,3,3,2,3,9,12,8,3,3,6,intern,1,0
762,No,56,Male,Married,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,81,3,4,1,20420,5157,0,0,9,32,40,2,1,2,3,3,0,3,1,3,4,3,7,30,10,7,1,1,agent_A,1,0
763,No,40,Female,Single,1,Medical,Research & Development,Research Scientist,Travel_Rarely,86,2,1,4,22929,8943,4471,0,2,22,40,4,1,2,2,1,0,3,2,4,4,4,0,5,4,2,2,3,direct_recruiting,1,1
764,No,27,Female,Single,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,55,2,2,4,23398,6445,3222,0,7,14,40,1,0,1,3,3,0,1,2,4,1,1,8,9,7,6,0,7,agent_A,1,0
766,No,29,Male,Divorced,3,Marketing,Sales,Sales Representative,Travel_Rarely,83,3,1,3,17967,7516,0,2,10,36,40,2,1,3,1,1,1,4,2,4,2,4,1,2,2,2,2,2,direct_recruiting,1,1
769,No,53,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,86,3,2,3,10919,7522,3397,0,6,0,40,4,1,3,2,4,0,3,4,4,4,4,2,19,2,2,2,2,intern,1,1
771,No,35,Female,Divorced,4,Life Sciences,Research & Development,Healthcare Representative,Non-Travel,61,3,2,1,4761,9361,0,1,2,2,40,0,1,4,2,2,0,2,2,4,1,1,2,16,1,0,0,0,intern,1,0
772,No,32,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,80,3,2,3,21146,7531,3577,2,24,2,40,5,1,3,2,3,0,4,2,1,4,4,1,10,10,8,4,7,intern,1,0
773,No,38,Male,Married,5,Medical,Research & Development,Research Scientist,Travel_Rarely,92,3,1,1,20471,8973,0,1,2,5,40,2,0,1,2,3,0,2,0,4,3,2,6,6,1,0,0,1,agent_C,1,0
775,No,34,Female,Divorced,5,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,32,3,2,3,4187,8223,0,1,8,12,40,2,0,3,2,1,0,1,3,2,1,3,3,7,0,0,0,0,intern,0,0
776,No,52,Male,Married,4,Marketing,Sales,Manager,Travel_Rarely,31,2,4,1,10084,7155,0,0,3,1,40,0,1,4,1,1,1,4,3,3,1,1,1,34,34,6,1,16,direct_recruiting,1,1
780,Yes,33,Male,Single,4,Other,Research & Development,Research Scientist,Travel_Rarely,63,3,1,2,5207,8433,0,0,1,6,40,1,1,2,2,2,0,3,2,4,4,3,1,10,10,9,7,8,intern,1,0
781,No,25,Female,Single,1,Medical,Sales,Sales Executive,Travel_Rarely,32,3,2,4,22807,3209,1604,0,26,7,40,4,1,2,3,2,0,2,5,3,4,2,1,6,6,5,1,4,intern,0,0
783,No,45,Male,Single,2,Technical Degree,Sales,Sales Representative,Travel_Rarely,46,1,2,2,12388,4897,0,0,2,45,40,2,0,3,2,2,0,3,3,2,3,1,0,9,8,7,3,1,agent_C,1,0
1136,No,29,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,79,4,1,3,19630,6172,2931,0,2,18,40,2,0,3,2,2,0,2,3,1,3,4,0,7,6,4,1,5,intern,1,0
785,Yes,47,Female,Single,2,Life Sciences,Sales,Sales Executive,Travel_Frequently,77,4,2,2,10339,7554,0,0,27,12,40,0,1,3,3,2,0,2,2,2,3,4,4,8,5,4,1,3,direct_recruiting,1,0
786,No,34,Male,Single,3,Other,Sales,Sales Executive,Travel_Rarely,60,3,2,4,18686,6740,0,0,2,22,40,5,1,3,1,1,0,4,5,4,4,3,1,6,6,5,1,4,intern,1,1
787,Yes,55,Male,Married,3,Medical,Research & Development,Manager,Travel_Rarely,78,3,5,2,21199,7206,0,1,2,40,40,2,1,3,1,1,1,3,2,4,1,4,5,24,5,2,1,4,intern,1,1
789,No,36,Male,Single,4,Life Sciences,Sales,Sales Executive,Non-Travel,76,2,3,3,14229,7893,3749,0,8,0,40,1,0,3,3,2,0,2,1,1,1,2,1,10,10,7,0,9,intern,1,0
791,No,52,Male,Married,4,Medical,Research & Development,Research Scientist,Non-Travel,41,3,1,2,26589,8982,0,1,19,16,40,5,1,3,3,3,0,3,3,4,4,1,0,5,4,3,1,2,agent_B,0,0
792,No,26,Female,Divorced,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,71,1,1,3,5288,7322,0,1,1,16,40,3,1,3,2,2,1,3,2,1,4,1,3,5,2,2,2,0,intern,1,0
793,No,29,Female,Married,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,66,3,2,2,25549,5519,1655,1,27,14,40,5,1,2,3,2,0,3,3,2,3,1,4,11,8,7,1,1,intern,0,0
796,Yes,26,Male,Single,3,Technical Degree,Sales,Sales Executive,Travel_Rarely,38,2,2,2,3064,4905,0,0,8,30,40,1,0,2,3,2,0,1,2,4,1,3,6,6,4,3,1,2,agent_B,1,0
797,No,34,Female,Single,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,72,4,1,3,13551,9488,4063,0,1,27,40,2,1,3,2,2,0,2,2,2,4,3,2,10,4,2,1,3,agent_A,1,0
799,No,54,Female,Divorced,4,Medical,Research & Development,Manufacturing Director,Travel_Rarely,95,3,2,1,22670,4194,0,2,19,24,40,2,0,3,3,1,0,1,4,4,1,2,9,9,5,3,1,4,direct_recruiting,0,0
800,No,27,Male,Married,1,Marketing,Sales,Sales Executive,Travel_Frequently,84,3,2,4,24008,8682,4341,1,8,3,40,4,1,3,1,1,1,4,3,3,4,2,0,5,4,2,1,1,intern,1,1
802,No,37,Female,Divorced,1,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,82,3,1,1,19905,7085,0,2,10,0,40,1,0,2,3,3,0,1,3,4,1,2,0,6,5,3,4,3,agent_B,0,0
803,No,38,Female,Single,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,75,4,2,1,26085,9206,0,0,2,13,40,1,0,3,3,3,0,2,2,1,1,4,6,17,15,7,4,12,agent_C,1,0
804,No,34,Female,Single,4,Medical,Research & Development,Research Scientist,Travel_Rarely,86,2,1,1,7530,10140,0,0,2,24,40,2,1,3,2,2,1,3,3,3,1,3,1,6,6,5,1,3,intern,1,1
805,No,35,Female,Married,4,Life Sciences,Sales,Sales Representative,Travel_Rarely,72,3,1,3,20317,8527,4050,1,8,14,40,3,1,2,3,3,0,2,1,1,4,2,1,3,3,2,0,2,intern,0,0
806,No,30,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,38,1,1,4,24375,10605,5302,2,1,0,40,3,1,3,2,2,0,3,2,4,3,3,3,7,2,2,0,2,agent_A,1,0
807,No,40,Female,Married,2,Medical,Research & Development,Healthcare Representative,Travel_Frequently,38,4,2,4,9931,4349,2174,1,2,13,40,3,1,3,1,4,1,4,2,3,2,4,1,8,8,7,3,7,agent_A,1,1
808,Yes,34,Female,Married,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,93,3,2,3,13305,7011,2804,1,8,4,40,3,1,3,3,3,0,3,1,3,1,2,5,6,3,2,1,2,intern,1,0
809,No,42,Male,Divorced,3,Life Sciences,Research & Development,Manager,Travel_Frequently,66,3,5,2,16225,6069,0,1,8,13,40,4,0,2,4,4,0,1,4,2,4,2,1,24,24,7,14,9,agent_A,0,0
811,Yes,23,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,63,4,1,4,3445,4945,0,2,6,0,40,3,1,3,2,1,0,3,2,3,1,3,1,1,0,0,0,0,direct_recruiting,1,0
812,No,24,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,Non-Travel,60,2,1,1,26551,11172,0,3,9,23,40,2,1,3,2,2,0,2,4,3,2,3,1,1,1,0,0,0,intern,1,0
813,No,52,Female,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,82,3,2,4,21821,7628,3814,1,11,24,40,4,1,3,3,3,0,3,3,4,3,2,8,9,5,2,1,4,New_graduate_recruitment,1,0
815,No,50,Male,Married,3,Medical,Research & Development,Research Director,Travel_Rarely,64,3,4,3,6881,6933,0,0,2,15,40,3,0,3,2,1,0,1,3,3,3,4,5,30,4,3,0,3,intern,1,0
816,Yes,29,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,36,2,1,1,6689,3389,0,1,1,25,40,1,0,3,3,2,0,2,1,2,1,4,1,1,1,0,0,0,agent_B,0,0
817,No,33,Male,Married,3,Medical,Research & Development,Research Director,Travel_Rarely,49,3,3,1,25995,7061,0,0,7,0,40,3,1,4,2,3,0,3,3,3,3,4,0,14,13,9,3,7,agent_C,1,0
819,Yes,33,Female,Single,3,Marketing,Sales,Sales Executive,Travel_Rarely,69,3,2,3,26507,6848,0,0,16,33,40,0,0,3,4,3,0,1,3,1,1,3,5,6,3,2,0,2,intern,1,0
820,No,47,Female,Married,2,Other,Research & Development,Manager,Travel_Rarely,33,3,4,1,12982,3525,0,1,2,4,40,3,1,2,3,1,0,4,3,3,4,3,1,26,26,14,3,0,intern,0,0
823,No,36,Female,Married,3,Other,Research & Development,Manufacturing Director,Travel_Rarely,35,3,2,3,23361,2410,1144,1,1,48,40,1,0,3,5,5,0,1,2,3,2,1,0,10,9,7,0,5,intern,0,0
824,No,29,Male,Married,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,81,4,1,4,23779,7396,3698,1,23,20,40,5,1,3,2,1,0,4,3,3,3,3,1,10,10,7,0,7,direct_recruiting,1,1
825,Yes,58,Male,Single,4,Life Sciences,Research & Development,Research Director,Travel_Rarely,31,3,5,2,25761,7538,1507,0,2,36,40,2,1,3,2,1,0,4,2,4,2,4,7,40,31,15,13,8,intern,1,1
826,No,35,Female,Single,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,40,4,1,2,13301,8940,0,0,1,16,40,2,1,3,2,2,0,2,0,4,3,3,3,7,2,2,2,2,direct_recruiting,1,0
827,No,42,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,43,2,2,2,4051,4199,0,1,1,9,40,3,0,3,2,2,0,2,4,4,4,4,9,8,4,3,0,2,agent_C,0,0
828,Yes,28,Male,Single,4,Medical,Research & Development,Research Scientist,Travel_Rarely,46,3,1,3,16374,8602,3440,0,2,17,40,3,0,2,2,2,0,2,3,3,3,4,6,5,2,2,2,1,intern,1,0
829,No,36,Male,Married,3,Human Resources,Human Resources,Human Resources,Travel_Rarely,36,3,1,2,25527,4712,0,1,13,12,40,4,0,3,4,4,0,1,2,3,2,2,4,8,5,2,0,4,New_graduate_recruitment,0,0
830,No,32,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,98,2,2,2,19124,6671,0,1,4,9,40,3,1,3,3,3,0,1,3,3,3,3,1,14,14,13,6,8,intern,0,0
832,No,40,Male,Single,4,Medical,Research & Development,Laboratory Technician,Travel_Frequently,51,2,2,3,11983,9338,2645,0,16,12,40,4,0,3,2,1,0,2,6,1,3,4,6,10,1,0,0,0,agent_A,1,0
833,No,30,Female,Single,3,Medical,Research & Development,Manufacturing Director,Travel_Rarely,52,2,2,4,20234,5965,2982,0,2,9,40,3,0,2,3,2,0,1,4,3,4,2,5,12,0,0,0,0,intern,0,0
834,No,45,Female,Single,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,95,2,1,2,6153,6062,0,0,2,15,40,2,1,3,2,2,1,3,3,2,3,4,1,1,1,0,0,0,agent_B,1,1
836,No,42,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,98,3,2,2,11806,5402,0,1,29,21,40,4,1,2,4,4,0,2,3,2,2,4,1,10,9,8,7,8,intern,0,0
837,No,38,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,45,2,2,3,4284,5328,0,1,12,0,40,3,0,2,2,4,0,1,3,1,1,3,2,13,4,3,1,2,agent_B,0,0
838,No,34,Female,Single,4,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,100,2,1,3,8306,6991,1315,0,16,25,40,4,1,3,1,1,1,4,3,3,4,3,1,6,5,2,1,3,intern,1,1
840,Yes,49,Female,Married,3,Marketing,Sales,Sales Executive,Travel_Rarely,43,3,3,2,5860,2989,597,2,11,3,40,4,1,4,4,2,0,3,3,3,4,1,1,9,9,8,7,7,agent_C,0,0
842,Yes,55,Male,Single,1,Medical,Sales,Sales Executive,Travel_Rarely,37,3,2,3,21519,3386,1354,0,2,31,40,4,1,2,2,1,0,3,3,3,4,3,4,12,9,7,7,3,agent_A,1,1
843,No,43,Male,Married,2,Life Sciences,Research & Development,Research Director,Travel_Rarely,94,3,4,4,5200,7123,0,1,14,15,40,4,1,3,2,2,0,3,3,2,1,3,6,22,4,1,1,0,agent_A,1,0
844,No,27,Male,Divorced,1,Technical Degree,Research & Development,Research Director,Travel_Rarely,42,2,3,3,8842,6533,0,1,5,27,40,4,0,3,2,1,0,1,3,3,4,2,1,9,9,8,0,8,intern,0,0
845,No,35,Male,Single,3,Other,Research & Development,Manufacturing Director,Travel_Rarely,59,3,3,4,18869,7222,3611,0,7,1,40,3,0,4,1,2,0,3,3,3,3,2,3,17,8,5,1,6,intern,1,1
846,No,28,Female,Married,4,Marketing,Sales,Sales Executive,Travel_Rarely,81,3,2,3,3698,7669,0,0,2,0,40,3,1,3,3,3,0,3,2,2,2,1,1,8,8,7,7,5,agent_A,1,0
847,No,34,Male,Married,2,Human Resources,Human Resources,Human Resources,Travel_Rarely,88,3,1,4,2243,6211,0,1,3,5,40,3,1,1,1,3,1,4,1,3,4,3,0,4,3,2,0,2,intern,1,1
848,Yes,26,Female,Married,2,Medical,Research & Development,Research Scientist,Travel_Frequently,88,2,1,3,20898,4495,0,1,5,24,40,2,0,3,2,2,0,1,2,3,3,1,1,8,8,7,1,7,direct_recruiting,1,0
850,No,27,Male,Married,3,Medical,Research & Development,Research Scientist,Non-Travel,50,3,1,1,16571,7864,0,3,3,33,40,3,1,2,2,2,0,3,6,4,4,3,1,0,0,0,0,0,intern,1,0
851,No,51,Female,Married,4,Marketing,Sales,Manager,Travel_Rarely,66,3,4,3,5594,6155,0,1,26,39,40,5,1,2,3,3,0,4,2,1,3,3,2,29,20,6,4,17,intern,1,1
852,No,44,Male,Single,3,Medical,Research & Development,Healthcare Representative,Travel_Rarely,50,3,2,2,5197,4770,427,0,4,21,40,2,0,2,2,3,0,1,2,4,2,4,9,10,5,2,2,3,intern,0,0
854,No,25,Male,Single,1,Medical,Research & Development,Research Scientist,Travel_Rarely,65,4,1,2,21632,6407,0,0,2,34,40,0,0,2,3,3,0,1,3,1,1,3,7,6,4,3,0,1,intern,1,0
855,No,33,Male,Divorced,3,Medical,Sales,Sales Executive,Travel_Rarely,48,4,2,4,21816,6971,0,1,1,35,40,1,0,3,3,2,0,2,5,1,1,1,1,9,9,8,0,8,intern,1,0
856,No,35,Female,Single,1,Medical,Research & Development,Research Scientist,Travel_Rarely,53,2,1,1,17852,5338,0,0,27,29,40,4,1,2,3,2,0,2,3,3,1,4,1,6,6,5,1,1,intern,1,0
857,No,36,Male,Married,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,56,3,2,3,2823,5444,0,1,1,5,40,3,1,2,2,2,0,4,1,2,4,4,1,18,18,14,4,11,intern,1,0
859,No,32,Male,Divorced,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,73,3,2,1,9250,7706,0,1,13,18,40,4,0,2,3,3,0,2,3,2,4,3,2,8,5,2,0,3,intern,0,0
861,No,30,Male,Divorced,4,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,75,2,1,1,2373,6366,0,1,5,17,40,2,0,2,3,3,0,1,3,2,4,2,9,10,5,4,0,3,agent_C,0,0
862,No,53,Female,Married,2,Marketing,Sales,Sales Executive,Travel_Rarely,78,2,3,3,20715,6073,2884,1,7,0,40,4,1,3,2,2,1,4,3,1,4,4,7,35,5,2,0,4,intern,1,1
864,No,45,Male,Divorced,3,Marketing,Sales,Sales Executive,Travel_Rarely,74,3,3,2,19239,5045,1513,1,9,14,40,1,0,3,2,2,0,2,2,4,1,3,4,18,5,4,0,2,agent_A,1,0
865,No,32,Female,Married,2,Medical,Research & Development,Research Scientist,Travel_Rarely,91,4,2,2,22162,5422,1626,1,8,9,40,2,1,2,3,3,0,3,3,3,3,3,5,9,5,3,1,3,direct_recruiting,1,0
867,No,52,Female,Married,4,Medical,Research & Development,Manufacturing Director,Travel_Frequently,81,2,4,4,19028,8583,0,0,25,17,40,5,1,3,2,1,0,2,3,3,4,3,3,31,9,8,0,0,agent_A,0,0
868,No,37,Male,Divorced,4,Marketing,Sales,Sales Executive,Travel_Rarely,66,2,2,4,24558,6814,3407,2,16,20,40,3,1,3,2,1,0,2,2,4,3,4,4,9,1,0,0,0,agent_C,1,0
869,No,28,Male,Divorced,2,Medical,Human Resources,Human Resources,Travel_Rarely,63,2,1,3,23965,6514,3094,1,8,17,40,4,1,3,1,1,1,4,6,2,4,4,1,6,5,1,0,4,direct_recruiting,1,1
872,No,22,Male,Married,2,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,33,2,2,4,19146,3626,1813,2,1,8,40,4,0,1,2,1,0,1,2,4,4,1,6,4,2,2,2,2,intern,0,0
874,No,44,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,62,4,1,3,5044,11179,0,1,8,9,40,4,0,2,3,2,0,2,2,1,4,3,2,10,3,2,0,2,agent_C,0,0
875,No,42,Male,Single,1,Medical,Research & Development,Research Scientist,Travel_Frequently,35,3,1,3,9068,3574,1697,0,2,4,40,4,0,3,2,1,0,3,2,2,4,4,5,8,2,1,2,2,intern,1,0
878,No,36,Male,Married,3,Life Sciences,Human Resources,Human Resources,Travel_Rarely,77,2,1,4,8635,6925,0,0,8,11,40,1,1,3,1,1,1,4,3,1,1,3,0,6,5,4,0,3,agent_A,1,1
879,No,25,Male,Married,1,Other,Sales,Sales Executive,Travel_Rarely,98,3,2,3,14363,10286,4077,0,3,0,40,2,1,3,1,2,1,4,3,3,1,4,1,5,5,3,0,3,intern,1,1
880,No,35,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,66,2,3,4,23457,12094,6047,1,9,0,40,3,1,3,2,4,1,4,2,4,3,2,1,17,17,14,5,15,intern,1,1
881,No,35,Female,Divorced,4,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,96,3,1,3,16612,5890,2797,1,25,8,40,4,1,2,3,3,0,2,3,4,2,1,1,10,10,2,7,8,agent_B,0,0
882,No,32,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,Non-Travel,61,3,1,2,9148,6304,0,1,1,2,40,3,1,3,1,1,1,4,2,4,4,2,0,4,3,0,0,2,agent_A,1,1
885,No,25,Male,Married,1,Marketing,Sales,Sales Executive,Travel_Rarely,87,2,2,1,18154,9670,0,0,4,25,40,1,1,4,1,3,1,4,1,3,1,1,1,5,5,2,0,3,agent_A,1,1
887,No,49,Female,Married,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,36,3,1,3,10554,3598,1709,1,1,21,40,1,0,3,5,2,0,2,2,3,1,2,2,7,4,2,0,2,intern,0,0
888,No,24,Male,Married,1,Life Sciences,Research & Development,Laboratory Technician,Non-Travel,46,2,1,3,10778,6304,2994,0,4,7,40,2,1,2,2,1,1,4,2,1,4,4,0,6,5,2,3,4,intern,1,0
889,No,32,Male,Married,2,Life Sciences,Sales,Sales Executive,Travel_Frequently,48,3,2,3,8891,6486,2405,1,5,49,40,3,0,3,3,3,0,3,3,2,2,4,1,10,10,8,5,3,intern,0,0
893,No,38,Male,Married,3,Marketing,Sales,Sales Representative,Travel_Rarely,98,2,1,4,12102,7445,3722,1,9,21,40,4,1,3,2,1,1,4,3,2,2,4,0,3,2,2,1,2,intern,1,1
894,No,42,Female,Married,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,95,4,2,2,23726,7740,0,1,3,9,40,3,1,2,3,3,0,3,1,3,4,2,2,17,5,3,1,3,intern,1,0
895,No,31,Male,Married,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,48,3,1,4,14871,8495,4247,1,11,1,40,3,1,3,2,1,0,4,2,4,4,2,3,8,6,4,0,2,intern,1,0
896,Yes,29,Female,Divorced,3,Medical,Sales,Sales Representative,Travel_Rarely,48,2,1,4,23522,3862,0,3,1,34,40,3,0,3,3,3,0,1,3,2,3,3,6,5,3,2,0,2,intern,0,0
